Category,Outbreak,Location,Lat,Long,Cases,Fatalities,Impact Scale,Type
Measles,Measles,Sudan,17.30869,29.9707,5616,,Epd,Other
Measles,Measles,Sudan (East Darfur),14.37827,24.90422,2,2,Clst,Other
Whooping Cough,Whooping Cough,Sudan (North Darfur),15.7662,24.90422,58,2,Epd,Other
Measles,Measles,South Sudan (Unity State),8.927721,29.788925,91,4,Epd,Other
Polio,Polio,South Sudan,8.53604,26.79678,3,,Isl,Other
Measles,Measles,Spain,40.463667,-3.74922,65,,Epd,Other
Measles,Measles,Spain (Granada),37.9976487,-3.597929,20,,2nd,Other
Measles,Measles,Spain (Granada),37.176487,-3.597929,46,,Epd,Other
Measles,Measles,Spain (Andalusia),37.544271,-4.727753,1759,,Epd,Other
Measles,Measles,Spain (Seville),37.998264,-5.996295,785,,Epd,Other
Measles,Measles,Spain (Aragon),41.597628,-0.905662,20,,Clst,Other
Measles,Measles,Spain (Seville),37.38264,-5.426295,77,,Epd,Other
Measles,Measles,Spain (Asturias),43.250439,-5.983258,4,,Clst,Other
Measles,Measles,Spain (Canary Islands),28.291564,-16.62913,25,,2nd,Other
Measles,Measles,Spain (Alicante),38.34521,-0.48099,21,,Epd,Other
Measles,Measles,Spain (Valencia),39.47024,-0.3768,51,,Epd,Other
Measles,Measles,Spain (Galicia),42.57506,-8.13386,7,,Clst,Other
Measles,Measles,Spain,42.19597,-4.83398,3802,,Epd,Other
Measles,Measles,Spain,37.85751,-2.8125,735,,Epd,Other
Measles,Measles,Spain (Alicante),38.48584,-0.57129,178,,Epd,Other
Measles,Measles,Spain (Mallorca),39.69526,3.01757,12,,Clst,Other
Mumps,Mumps,Spain (Girona),41.9818,2.8237,148,,Epd,Other
Mumps,Mumps,Spain (Aviles),43.55571,-5.92764,131,,Epd,Other
Mumps,Mumps,Spain (Asturias),43.18665,-5.91408,150,,Epd,Other
Mumps,Mumps,Spain (Galicia),42.49235,-8.37158,193,,Epd,Other
Rubella,Rubella,Spain (Aragon),41.04894,-0.13063,17,,Clst,Other
Rubella,Rubella,Spain,41.37681,-4.57031,58,,Clst,Other
Measles,Measles,Sudan,18.92283,32.13828,37,,Clst,Other
Measles,Measles,Sudan (Darfur),12.0558,24.89041,unknown,4,Clst,Other
Measles,Measles,Swaziland,-26.522503,31.465866,281,,Epd,Other
Measles,Measles,Sweden,60.12816,18.6435,32,,Clst,Other
Measles,Measles,Sweden,59.26869,18.01208,10,,Clst,Other
Rubella,Rubella,Sweden,60.41385,15.0293,51,,Clst,Other
Measles,Measles,Switzerland,46.818188,8.227512,515,,Epd,Other
Measles,Measles,Switzerland,46.818188,8.9927512,337,,Epd,Other
Measles,Measles,Switzerland (Geneva),46.598392,6.542296,41,,Epd,Other
Measles,Measles,Switzerland (Geneva),46.198392,6.342296,80,,Epd,Other
Measles,Measles,Switzerland (Vaud),46.991313,7.536765,58,,Epd,Other
Measles,Measles,Switzerland(Vaud),46.561313,6.536765,22,,Clst,Other
Measles,Measles,Syria (Idlib),35.82688,36.69572,7000,,Epd,Other
Polio,Polio,Syria,35.33333,40.15,17,,Epd,Other
Measles,Measles,Taiwan,23.69781,120.960515,12,,Clst,Other
Rubella,Rubella,Taiwan,23.009781,120.960515,1,,Isl,Other
Measles,Measles,Taiwan (Taipei),25.091075,121.559834,3,,2nd,Other
Measles,Measles,Taiwan,24.55712,121.55273,1,,Isl,Other
Measles,Measles,Taiwan,23.69781,120.96052,2,,Isl,Other
Polio,Polio,Tajikistan,38.861034,71.276093,430,19,Epd,Other
Measles,Measles,Tanzania,-6.36903,34.88882,70,,Epd,Other
Measles,Measles,Tanzania,-6.369028,33.5646,650,20,Epd,Other
Measles,Measles,Tanzania,-7.85794,34.64539,1086,,Epd,Other
Measles,Measles,Togo,8.619543,0.824782,295,,Epd,Other
Measles,Measles,Turkey (Istanbul),41.00527,28.97696,80,,Epd,Other
Measles,Measles,Turkey,39.92077,32.85411,6983,,Epd,Other
Whooping Cough,Whooping Cough,U.K. (England and Wales),52.13066,-3.78371,2466,5,Epd,Other
Whooping Cough,Whooping Cough,U.K.,54.80068,-2.0874,1080,,Epd,Other
Other,Diptheria,U.K. (England),52.019029,-0.770427,3,,2nd,Other
Rubella,Rubella,U.K. (Hampshire),51.08952,-1.21684,14,,Clst,Other
Rubella,Rubella,U.K.,53.09402,-1.58203,65,,Clst,Other
Mumps,Mumps,U.K. (Gloucestershire),51.746774,-2.225786,10,,Clst,Other
Mumps,Mumps,U.K. (Anglesey),53.26928,-4.321285,23,,Clst,Other
Mumps,Mumps,U.K. (Plymouth),50.370381,-4.142653,46,,Epd,Other
Mumps,Mumps,U.K. (Portsmouth),50.798914,-1.091163,66,,Epd,Other
Mumps,Mumps,U.K. (North Wales),52.469978,-3.830377,26,,Clst,Other
Mumps,Mumps,U.K. (Scotland),56.490671,-4.202646,9,,Clst,Other
Mumps,Mumps,U.K. (Cumbria),54.577232,-2.797483,12,,Clst,Other
Mumps,Mumps,U.K. (Sussex),50.942297,-0.037438,112,,Epd,Other
Mumps,Mumps,U.K. (Lincolnshire),53.217882,-0.19997,43,,Epd,Other
Mumps,Mumps,U.K. (Bedfordshire),52.063422,-0.449777,61,,Epd,Other
Mumps,Mumps,"U.K. (Oban, Scotland)",56.41041,-5.469723,119,,Epd,Other
Mumps,Mumps,U.K. (Lancashire),53.969009,-2.627691,47,,Epd,Other
Mumps,Mumps,U.K. (Mancester),53.480713,-2.234377,35,,Clst,Other
Mumps,Mumps,U.K. (Kent),51.260145,0.55528,10,,Clst,Other
Mumps,Mumps,U.K. (London),51.500152,-0.126236,4,,2nd,Other
Mumps,Mumps,"U.K. (Glasgow, Scotland)",55.86424,-4.25181,30,,Clst,Other
Mumps,Mumps,U.K. (Isle of Man),54.23611,-4.54806,196,,Epd,Other
Mumps,Mumps,U.K. (Oxford),51.75202,-1.25773,3,,Isl,Other
Measles,Measles,U.K.,55.378051,-3.435973,1049,,Epd,Other
Measles,Measles,U.K. (Cheshire),53.238342,-2.563342,22,,Clst,Other
Measles,Measles,U.K. (Warwickshire),52.267135,-1.467522,12,,Clst,Other
Measles,Measles,U.K. (Wales),52.469978,-3.830377,207,,Epd,Other
Measles,Measles,U.K. (Northumberland),55.208254,-2.078414,110,,Epd,Other
Measles,Measles,U.K. (England and Wales),50.63185,-3.38242,33,,Clst,Other
Measles,Measles,"U.K. (London, Barnet)",51.652929,-0.199606,8,,Clst,Other
Measles,Measles,U.K. (Leeds),53.799639,-1.549122,15,,Clst,Other
Measles,Measles,U.K. (Kent),51.260145,0.84428,19,,2nd,Other
Measles,Measles,U.K. (England and Wales),50.63185,-3.38242,275,,Epd,Other
Measles,Measles,U.K. (Brighton & Hove),50.819522,-0.13642,4,,Clst,Other
Measles,Measles,U.K. (Portsmouth),50.798914,-1.091163,1,,Isl,Other
Measles,Measles,U.K. (Warwick),52.281943,-1.584471,3,,2nd,Other
Measles,Measles,U.K. (Cheshire),53.238342,-2.999342,2,,2nd,Other
Measles,Measles,U.K. (Merseyside),53.473517,-2.913271,2,,2nd,Other
Measles,Measles,U.K.,52.119508,5.194365,275,,Epd,Other
Measles,Measles,"U.K. (West Midlands, Coventry)",52.405837,-1.512661,3,,Clst,Other
Measles,Measles,"U.K. (West Midlands, Warwickshire)",52.377566,-1.481544,9,,Clst,Other
Measles,Measles,U.K. (Scotland),56.490671,-4.202646,22,,Clst,Other
Measles,Measles,U.K. (Bristol),51.45451,-2.58791,3,,Clst,Other
Measles,Measles,U.K. (North Wales),52.94084,-4.17169,53,,Epd,Other
Measles,Measles,U.K. (London),51.50813,-0.12801,36,,Epd,Other
Measles,Measles,U.K. (Kent),51.25934,0.82672,21,,Clst,Other
Measles,Measles,U.K. (Merseyside),53.41154,-2.99012,413,,Epd,Other
Measles,Measles,U.K. (Manchester),53.47216,-2.2534,98,,Epd,Other
Measles,Measles,U.K. (Moses Gate),53.5572,-2.40255,3,,Clst,Other
Measles,Measles,U.K. (Sussex),50.92062,0.28831,325,,Epd,Other
Measles,Measles,"U.K. (Lanarkshire, Scotland)",55.58333,-3.83333,9,,Clst,Other
Measles,Measles,U.K. (Cumbria),54.61045,-2.80289,30,,Epd,Other
Measles,Measles,"U.K. (Wales, Swansea Bay)",51.65849,-3.97441,1219,1,Epd,Other
Measles,Measles,"U.K. (England, Bolton)",53.58444,-2.42862,31,,Epd,Other
Measles,Measles,"U.K. (England, Lancashire)",53.96901,-2.62769,59,,Epd,Other
Measles,Measles,U.K.,55.36409,-3.44842,2016,,Epd,Other
Measles,Measles,U.K. (Gloucestershire),51.74677,-2.22579,62,,Clst,Other
Measles,Measles,U.K. (North-East England),54.68364,-1.82018,434,,Epd,Other
Measles,Measles,U.K. (Wales),52.13066,-3.78371,1257,1,Epd,Other
Measles,Measles,U.K. (Wales),51.66517,-3.77165,36,,Epd,Other
Measles,Measles,U.K. (Middlesbrough),54.5503,-1.21659,2,,Isl,Other
Measles,Measles,U.K. (Lancashire),54.06276,-2.87189,75,,Epd,Other
Measles,Measles,U.K. (Gloucestershire),51.74677,-2.22579,62,,Epd,Other
Measles,Measles,U.K. (South Tyneside),54.98642,-1.41899,19,,Epd,Other
Measles,Measles,U.K. (Powys),52.14309,-3.37368,41,,Epd,Other
Measles,Measles,U.K. (Sussex),50.89362,-0.20681,2,,Clst,Other
Measles,Measles,U.K. (Scotland),56.23114,-4.46045,66,,Epd,Other
Measles,Measles,U.K. (Scotland),56.20821,-3.14952,19,,Clst,Other
Measles,Measles,U.K. (London),51.51121,-0.11982,103,,Epd,Other
Measles,Measles,U.K. (London),51.51121,-0.11982,62,,Clst,Other
Measles,Measles,U.K. (Durham),54.77525,-1.58485,1,,Isl,Other
Measles,Measles,U.K. (England),52.35552,-1.17432,1385,,Epd,Other
Measles,Measles,U.K. (Manchester),53.47932,-2.24849,36,,Clst,Other
Measles,Measles,U.K. (Sheffield),53.38113,-1.47009,12,,Clst,Other
Measles,Measles,U.S.,40.714353,-74.005973,2,,2nd,Other
Measles,Measles,U.S.,37.09024,-95.712891,98,,Epd,Other
Measles,Measles,U.S. (Arizona),34.04893,-111.09373,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Arizona),33.44838,-112.07404,1,1,Isl,Other
Measles,Measles,U.S. (Arkansas),35.20523,-91.82562,2,,Clst,Other
Measles,Measles,U.S. (California),36.778261,-119.417932,28,,Isl,Other
Measles,Measles,"U.S. (California, San Luis Obispo County)",35.31023,-120.435763,1,,2nd,Other
Measles,Measles,"U.S. (California, Medocino County Coast)",38.760047,-123.518846,3,,2nd,Other
Measles,Measles,U.S. (California),36.778261,-119.417932,16,,2nd,Other
Measles,Measles,U.S. (California),34.17053,-118.53234,2,,Clst,Other
Measles,Measles,U.S. (California),37.05134,-122.0733,2,,Clst,Other
Measles,Measles,"U.S. (California, Kern County)",35.49373,-118.85968,1,,Isl,Other
Measles,Measles,U.S. (New Jersey),40.56811,-74.59502,1,,Isl,Other
Measles,Measles,U.S.,38.75408,-96.06445,175,,Clst,Other
Mumps,Mumps,U.S. (California),36.778261,-119.7932,9,,Clst,Other
Mumps,Mumps,U.S. (California),37.87533,-122.24556,29,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (California),36.778261,-119.417932,1496,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (California),36.888261,-119.417932,5270,9,Epd,Other
Whooping Cough,Whooping Cough,U.S. (California),36.99954,-119.417932,1,1,Isl (part of a larger epidemic),Other
Whooping Cough,Whooping Cough,U.S. (California),36.778261,-119.417932,5,5,Clst,Other
Whooping Cough,Whooping cough,U.S. (California),34.2642,-119.417932,4100,9,Epd,Other
Other,Typhoid,U.S. (California),37.76922,-122.44814,1,,Isl,Other
Other,Meningitis,U.S. (Colorado),39.550051,-105.782067,5,2,2nd,Other
Whooping Cough,Whooping Cough,U.S. (Colorado),40.01499,-105.27055,37,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (Colorado),39.64026,-106.3742,1510,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Colorado, Phillips County)",40.53713,-102.34639,14,,Clst,Other
Measles,Measles,U.S. (Colorado),39.52806,-104.86972,2,,Clst,Other
Measles,Measles,U.S. (Delaware),39.29067,-75.63437,1,,Isl,Other
Measles,Measles,U.S. (Florida),27.664827,-81.015754,1,,Isl,Other
Measles,Measles,U.S. (Florida),28.4845,-81.25188,4,,Epd,Other
Measles,Measles,"U.S. (Seminole County, Florida)",28.71317,-81.20782,2,,Isl,Other
Measles,Measles,U.S. (South Florida),26.1901,-80.36586,1,,Isl,Other
Measles,Measles,U.S. (Florida),28.53834,-81.37924,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Florida),26.1901,-80.36586,4,,Clst,Other
Whooping Cough,Whooping Cough,"U.S. (Florida, Hillsborough County)",27.99036,-82.30177,40,,Epd,Other
Other,Chicken Pox,U.S. (Florida),27.664827,-81.515754,41,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Georgia),32.157435,-82.907123,247,,Epd,Other
Measles,Measles,U.S. (Guam),36.90194,-89.82361,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Idaho),44.068202,-114.742041,77,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Idaho),42.58364,-112.14302,1,1,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Illinois),42.304,-88.4016,313,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Illinois),38.90414,-89.92532,19,,Clst,Other
Measles,Measles,U.S. (Indiana),40.55122,-85.0236,5,,2nd,Other
Measles,Measles,U.S. (Indiana),40.551217,-85.602364,14,,Clst,Other
Measles,Measles,U.S. (Indiana),40.01062,-86.49965,16,,Clst,Other
Measles,Measles,U.S. (Indiana),39.1763,-86.53437,1,,Isl,Other
Measles,Measles,U.S. (Indiana),39.18514,-86.49965,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Indiana),40.551217,-85.602364,500,2,Epd,Other
Other,Chicken Pox,U.S. (Indiana),39.41654,-87.42075,100,,Epd,Other
Measles,Measles,U.S. (Iowa),41.878003,-93.097702,1,,Isl,Other
Measles,Measles,U.S. (Iowa),41.878003,-93.097702,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Iowa),41.88618,-93.11531,270,,Epd,Other
Measles,Measles,"U.S. (Kansas, Finney County)",37.97169,-100.87266,6,,Clst,Other
Measles,Measles,"U.S. (Kansas, Johnson County)",38.845412,-94.852064,2,,2nd,Other
Whooping Cough,Whooping Cough,U.S. (Kansas),38.97167,-95.23525,6,,Clst,Other
Whooping Cough,Whooping Cough,"U.S. (Kansas, Johnson County)",38.84541,-94.85206,491,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Maine),44.76504,-69.71938,80,,Epd,Other
Measles,Measles,U.S. (Maine),45.253783,-69.445469,1,,Isl,Other
Measles,Measles,U.S. (Maryland),39.045755,-76.641271,4,,2nd,Other
Measles,Measles,U.S. (Maryland),39.04575,-76.64127,2,,2nd,Other
Whooping Cough,Whooping Cough,U.S. (Maryland),39.03665,-76.64612,133,,Epd,Other
Mumps,Mumps,U.S. (Maryland),39.34624,-76.61818,12,,Clst,Other
Measles,Measles,U.S. (Massachusetts),42.407211,-71.3002437,10,,Clst,Other
Measles,Measles,U.S. (Massachusetts),42.407211,-71.382437,2,,Clst,Other
Mumps,Mumps,"U.S. (Boston, Massachusetts)",42.358431,-71.059773,9,,2nd,Other
Mumps,Mumps,U.S. (Massachusetts),42.407211,-71.382437,3,,2nd,Other
Whooping Cough,Whooping Cough,"U.S. (Northampton, Massachusetts",42.32509,-72.6412,52,,Clst,Other
Measles,Measles,U.S. (Michigan),44.314844,-85.602364,1,,Isl,Other
Measles,Measles,U.S. (Michigan),42.59219,-83.33619,1,,Isl,Other
Measles,Measles,U.S. (Michigan),44.26413,-85.63602,2,,Isl,Other
Other,Tetanus,U.S. (Michigan),44.314844,-85.602364,3,,2nd,Other
Whooping Cough,Whooping Cough,U.S. (Michigan),44.314844,-85.602364,600,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Minnesota, Wright County)",45.15382,-94.6859,46,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Minnesota, Isanti County)",45.63014,-94.01909,14,,Clst,Other
Whooping Cough,Whooping Cough,"U.S. (Minnesota, Olmsted County)",43.99518,-92.38136,98,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Minnesota),45.02089,-93.50946,654,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Minnesota),45.02089,-93.50946,4433,,Epd,Other
Measles,Measles,"U.S. (Minneapolis, Minnesota)",44.979965,-93.263836,21,,2nd,Other
Measles,Measles,U.S. (Minnesota),46.72955,-94.6859,21,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (Missouri),37.20896,-93.2923,4,,Clst,Other
Whooping Cough,Whooping Cough,"U.S. (Montana, Flathead County)",48.42415,-114.15315,36,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (Montana),46.55886,-112.5,355,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Montana),45.78566,-108.43438,6,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (Montana),48.42415,-114.15315,225,,Epd,Other
Mumps,Mumps,"U.S. (Nebraska, Iowa)",42.499198,-98.374572,20,,Clst,Other
Whooping Cough,Whooping Cough,"U.S. (Nevada, Clark County)",36.07956,-115.09405,22,,Clst,Other
Measles,Measles,U.S. (New Jersey),40.058324,-74.405661,4,,2nd,Other
Measles,Measles,U.S. (New Jersey),40.57427,-74.60988,3,,Clst,Other
Measles,Measles,U.S. (New Jersey),40.21705,-74.74294,1,,Isl,Other
Mumps,Mumps,U.S. (New Jersey),40.25895,-74.124,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (New Jersey),40.08213,-74.2097,14,,Clst,Other
Mumps,Mumps,U.S. (New Jersey),40.08213,-74.2097,unknown,,Clst,Other
Measles,Measles,U.S. (New Mexico),34.97273,-105.032364,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (New Mexico),34.51994,-105.87009,112,1,Epd,Other
Whooping Cough,Whooping Cough,U.S. (New Mexico),35.1107,-106.60999,331,,Epd,Other
Measles,Measles,U.S. (New Mexico),34.52452,-105.87962,1,,Isl,Other
Whooping Cough,Whooping Cough,"U.S. (New York, Niagara County)",43.31195,-78.74762,15,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (New York),40.84288,-73.29289,1288,,Epd,Other
Measles,Measles,U.S. (New York),40.714353,-74.005973,11,,Clst,Other
Measles,Measles,U.S. (New York),40.714353,-73.995973,2,,Clst,Other
Measles,Measles,U.S. (New York),40.714353,-74.025973,1,,Isl,Other
Measles,Measles,U.S. (New York),40.714353,-74.15973,1,,Isl,Other
Measles,Measles,U.S. (New York),40.714353,-73.005973,1,,Isl,Other
Measles,Measles,"U.S. (New York, Brooklyn)",40.65,-73.95,6,,2nd,Other
Measles,Measles,"U.S. (New York, Ulster County)",41.86438,-74.32843,1,,Isl,Other
Measles,Measles,"U.S. (New York, Brooklyn)",40.70645,-73.95362,58,,Clst,Other
Mumps,Mumps,U.S. (New York),40.714353,-74.1505973,57,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (North Carolina),36.01174,-79.42538,82,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (North Carolina),35.77959,-78.63818,326,,Epd,Other
Mumps,Mumps,U.S. (North Carolina),35.759573,-79.0193,1,,Isl,Other
Measles,Measles,U.S. (North Carolina),36.0263,-79.10969,23,,Clst,Other
Measles,Measles,U.S. (North Carolina),35.76978,-78.9941,3,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (North Dakota),47.55149,-101.00201,30,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (North Dakota),47.55149,-101.00201,58,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (North Dakota),47.55149,-101.00201,70,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (North Dakota),47.55149,-101.00201,179,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Ohio),40.417287,-82.907123,36,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (Ohio),39.89121,-83.67739,901,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Oregon),43.80413,-120.5542,458,,Epd,Other
Measles,Measles,U.S. (Oregon),44.84464,-122.59274,1,,Isl,Other
Measles,Measles,"U.S. (Portland, Oregon)",45.52346,-122.68148,1,,Isl,Other
Measles,Measles,"U.S. (Pennsylvania, Perry County)",40.371376,-77.240515,5,,Clst,Other
Measles,Measles,"U.S. (Pennsylvania, Bucks County)",40.4108,-75.24791,4,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Pennsylvania),40.44508,-80.00877,46,,Clst,Other
Mumps,Mumps,U.S. (Pennsylvania),41.203322,-77.194525,9,,Clst,Other
Measles,Measles,U.S. (Rhode Island),41.580095,-71.477429,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (South Carolina),34.90462,-82.64834,2,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (South Dakota),43.969515,-99.901813,17,,2nd,Other
Measles,Measles,U.S. (Tennessee),35.517491,-86.580447,2,,Clst,Other
Measles,Measles,U.S. (Texas),31.968599,-99.901813,1,,Isl,Other
Measles,Measles,U.S. (Texas),29.77518,-95.31025,1,,Isl,Other
Measles,Measles,U.S. (Texas),32.7732,-97.35166,15,,Clst,Other
Measles,Measles,U.S. (Texas),32.72541,-97.32085,16,,Clst,Other
Mumps,Mumps,U.S. (Texas),31.968599,-99.001424,1,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Texas),31.13268,-97.52993,32,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (Texas),30.26382,-97.77139,3482,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Utah, Box Elder County)",41.756,-113.1918,7,,Clst,Other
Whooping Cough,Whooping Cough,"U.S. (Utah, Utah County)",41.53801,-111.57068,96,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Utah),40.96288,-112.09533,1497,,Epd,Other
Measles,Measles,U.S. (Utah),39.32098,-111.09373,4,,Clst,Other
Measles,Measles,"U.S. (Utah, Cache County)",41.756,-111.76147,6,,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Vermont),44.5588,-72.57784,632,,Epd,Other
Measles,Measles,U.S. (Virginia),37.431573,-78.656894,6,,2nd,Other
Measles,Measles,U.S. (Virginia),37.431573,-78.656894,3,,2nd,Other
Mumps,Mumps,U.S. (Virginia),37.54072,-77.43605,15,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (Washington),47.751074,-120.740139,2,1,Isl,Other
Whooping Cough,Whooping Cough,U.S. (Washington),47.44732,-122.45985,1987,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Washington, Grant County)",47.19356,-119.29864,13,,Clst,Other
Whooping Cough,Whooping Cough,"U.S. (Washington, Island County)",48.19765,-122.57946,42,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Washington, Skagit County)",48.4242,-121.71144,433,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Washington, Snohomish County)",48.033,-121.83395,408,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Washington),47.28668,-119.28955,4783,,Epd,Other
Measles,Measles,"U.S. (Washington, King County)",47.56541,-122.00357,2,,Isl,Other
Measles,Measles,"U.S. (Washington, Cowlitz County)",46.1746472,-122.7746902,1,,Isl,Other
Measles,Measles,"U.S. (Washington, Seattle)",47.60621,-122.33207,2,,Isl,Other
Measles,Measles,U.S. (Washington),47.54803,-121.9836,2,,Isl,Other
Measles,Measles,U.S. (Wisconsin),43.78444,-88.78787,3,,2nd,Other
Whooping Cough,Whooping Cough,U.S. (Wisconsin),44.85045,-89.8505,1078,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Wisconsin, Marathon County)",44.85045,-89.8505,100,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Wisconsin, Pierce County)",44.75089,-92.38136,3,,Clst,Other
Whooping Cough,Whooping Cough,U.S. (Wisconsin),43.78444,-88.78787,814,,Epd,Other
Whooping Cough,Whooping Cough,U.S. (Wisconsin),44.26193,-88.41538,5923,,Epd,Other
Whooping Cough,Whooping Cough,"U.S. (Wisconsin, Wood County)",44.38358,-89.81735,31,,Epd,Other
Other,Ebola,Uganda,0.61522,32.95898,20,14,Clst,Other
Measles,Measles,Uganda,1.38963,32.25543,1313,,Epd,Other
Measles,Measles,Uganda,1.34158,32.32607,1216,,Epd,Other
Measles,Measles,Uganda,1.37333,32.29028,112,,Epd,Other
Measles,Measles,Uganda,0.78001,32.09106,3312,,Epd,Other
Measles,Measles,Uganda (Kiruhura),-0.1964,30.84425,38,1,Epd,Other
Measles,Measles,Uganda (Hoima),1.43194,31.3525,159,6,Epd,Other
Measles,Measles,Ukraine,49.83968,24.02972,1112,,Epd,Other
Measles,Measles,Ukraine,50.4501,30.5234,10329,,Epd,Other
Measles,Measles,Ukraine (Donetsk Region),48.015883,37.80285,20,,Clst,Other
Measles,Measles,Ukraine (Lviv Region),49.41097,26.08154,1952,,Epd,Other
Rubella,Rubella,Ukraine (Lviv Region),49.839683,24.029717,18,,Clst,Other
Measles,Measles,Vietnam,14.058324,108.277199,1,,Isl,Other
Mumps,Mumps,Vietnam,22.27594,104.19309,50,,Clst,Other
Measles,Measles,Yemen (Saada Province),16.847653,43.943679,157,,Epd,Other
Measles,Measles,Yemen (Sanaa),15.35203,44.20746,3800,150,Epd,Other
Measles,Measles,Zambia,-13.9234,25.65308,13324,,Epd,Other
Measles,Measles,Zambia,-13.1339,27.84933,10,,Clst,Other
Measles,Measles,Zambia,-13.133897,27.849332,68,,Epd,Other
Measles,Measles,Zambia,-13.133897,27.55532,3000,62,Epd,Other
Measles,Measles,Zambia,-13.09051,27.8421,15736,,Epd,Other
Measles,Measles,Zambia,-13.09051,27.8421,26,,Clst,Other
Measles,Measles,Zambia,-13.09954,27.85858,111,,Clst,Other
Measles,Measles,Zambia (Eastern Province),-13.805619,31.992808,6,,Clst,Other
Measles,Measles,Zambia (Kitwe),-12.80383,28.21314,53,,Clst,Other
Other,Typhoid,Zambia,-12.55824,28.28482,2094,2,Epd,Other
Other,Typhoid Fever,Zambia (Kabwe),-14.38343,28.39294,204,,Epd,Other
Measles,Measles,Zimbabwe,-6.846813,39.271016,500,500,Epd,Other
Measles,Measles,Zimbabwe,-17.82922,31.053961,154,,Epd,Other
Measles,Measles,Zimbabwe,-19.01579,29.13239,9993,,Epd,Other
Measles,Measles,Zimbabwe,-20.65335,29.83887,524,,Epd,Other
Measles,Measles,Zimbabwe,-19.06163,29.15308,2,,Isl,Other
Measles,Measles,Zimbabwe,-19.015438,29.154857,3285,200,Epd,Other
Measles,Measles,Zimbabwe (Chiweshe in Mazowe District),-22.070708,30.388184,70,24,Clst,Other
Other,Typhoid,Zimbabwe,-17.82922,31.05396,207,,Epd,Other
Other,Typhoid,Zimbabwe (Harare),-18.47961,29.35547,3000,,Epd,Other
Other,Typhoid,Zimbabwe (Harare),-17.90361,30.94389,unknown,5,Epd,Other
Measles,Measles,Russia (Kursk region),51.7634,35.38118,78,,Clst,Other
Measles,Measles,Philippines (Olongapo City),14.8762,120.29517,80,1,Clst,Other
Measles,Measles,Canada (Sasketchawan),52.93992,-106.45086,1,,Isl,Other
Measles,Measles,Singapore,1.28009,103.85095,1,,Isl,Other
Polio,Polio,"Pakistan (North Waziristan, FATA)",32.32024,69.85974,4,,Isl,Other
