"x","y","z"
-118.7,46.72,425.59
-118.7,46.76,435.92
-118.7,46.8,448.83
-118.7,46.84,462.11
-118.7,46.88,499.96
-118.7,46.92,519.8
-118.7,46.96,458.23
-118.7,47,533.38
-118.7,47.04,515.48
-118.7,47.08,521.88
-118.7,47.12,544.92
-118.7,47.16,523.5
-118.7,47.2,541.97
-118.7,47.24,546.17
-118.7,47.28,553.99
-118.7,47.32,523.69
-118.7,47.36,583.97
-118.7,47.4,566
-118.7,47.44,596.51
-118.7,47.48,596.24
-118.7,47.52,610.97
-118.7,47.56,612.3
-118.7,47.6,638.78
-118.7,47.64,694.67
-118.7,47.68,660.17
-118.7,47.72,694.62
-118.7,47.76,665.35
-118.7,47.8,718.91
-118.7,47.84,765.37
-118.7,47.88,751.99
-118.7,47.92,397
-118.7,47.96,424.21
-118.7,48,654.58
-118.7,48.04,803.37
-118.7,48.08,538.15
-118.7,48.12,563.18
-118.7,48.16,491.79
-118.7,48.2,531.34
-118.7,48.24,603.22
-118.7,48.28,793.76
-118.7,48.32,986.46
-118.7,48.36,1029.33
-118.7,48.4,970.11
-118.7,48.44,974.18
-118.7,48.48,929.7
-118.7,48.52,1089.61
-118.7,48.56,1032.09
-118.7,48.6,1236.53
-118.7,48.64,1002.54
-118.7,48.68,1148.6
-118.7,48.72,965.63
-118.7,48.76,1025.66
-118.7,48.8,1328.25
-118.66,44.84,1902.91
-118.66,44.88,1695.39
-118.66,44.92,1531.25
-118.66,44.96,1310.33
-118.66,45,1665.26
-118.66,45.04,1500.96
-118.66,45.08,1633.46
-118.66,45.12,1637.91
-118.66,45.16,1327.71
-118.66,45.2,1408.32
-118.66,45.24,1388.73
-118.66,45.28,1438.62
-118.66,45.32,1507.41
-118.66,45.36,1144.4
-118.66,45.4,1152.41
-118.66,45.44,944.41
-118.66,45.48,989.09
-118.66,45.52,874.91
-118.66,45.56,675.15
-118.66,45.6,538.56
-118.66,45.64,451
-118.66,45.68,389.69
-118.66,45.72,441.45
-118.66,45.76,496.59
-118.66,45.8,514.8
-118.66,45.84,534.34
-118.66,45.88,607.45
-118.66,45.92,604.44
-118.66,45.96,292.61
-118.66,46,163.74
-118.66,46.04,136.9
-118.66,46.08,146.09
-118.66,46.12,241.22
-118.66,46.16,243.92
-118.66,46.2,283.89
-118.66,46.24,314.91
-118.66,46.28,318.88
-118.66,46.32,313.58
-118.66,46.36,304.23
-118.66,46.4,134.86
-118.66,46.44,354.35
-118.66,46.48,428.63
-118.66,46.52,401.46
-118.66,46.56,403.63
-118.66,46.6,408.97
-118.66,46.64,306.12
-118.66,46.68,388.19
-118.66,46.72,451.18
-118.66,46.76,435.39
-118.66,46.8,439.7
-118.66,46.84,468.66
-118.66,46.88,495.83
-118.66,46.92,554.3
-118.66,46.96,500.27
-118.66,47,545.13
-118.66,47.04,551.77
-118.66,47.08,488.85
-118.66,47.12,528.39
-118.66,47.16,560.62
-118.66,47.2,562.85
-118.66,47.24,551.52
-118.66,47.28,576.61
-118.66,47.32,515.92
-118.66,47.36,525.88
-118.66,47.4,602
-118.66,47.44,558.81
-118.66,47.48,593.04
-118.66,47.52,631.41
-118.66,47.56,589.93
-118.66,47.6,650.59
-118.66,47.64,706.14
-118.66,47.68,684.11
-118.66,47.72,711.98
-118.66,47.76,671.01
-118.66,47.8,739.23
-118.66,47.84,785.72
-118.66,47.88,832.01
-118.66,47.92,710.94
-118.66,47.96,513.28
-118.66,48,545.02
-118.66,48.04,439.34
-118.66,48.08,545.38
-118.66,48.12,872.6
-118.66,48.16,899.62
-118.66,48.2,884.52
-118.66,48.24,908.95
-118.66,48.28,943.06
-118.66,48.32,1194.69
-118.66,48.36,977.53
-118.66,48.4,1015.26
-118.66,48.44,1093.5
-118.66,48.48,1150.09
-118.66,48.52,1084.13
-118.66,48.56,1148.81
-118.66,48.6,938.65
-118.66,48.64,1014.25
-118.66,48.68,756.74
-118.66,48.72,732.97
-118.66,48.76,738.96
-118.66,48.8,1301.11
-118.62,44.84,1777.7
-118.62,44.88,1629.57
-118.62,44.92,1191.03
-118.62,44.96,1788.03
-118.62,45,1602.94
-118.62,45.04,1700.16
-118.62,45.08,1791.66
-118.62,45.12,1596.85
-118.62,45.16,1332.06
-118.62,45.2,1363.43
-118.62,45.24,1413.91
-118.62,45.28,1360.22
-118.62,45.32,1443.55
-118.62,45.36,1374.04
-118.62,45.4,1380.51
-118.62,45.44,870.6
-118.62,45.48,813.32
-118.62,45.52,811.56
-118.62,45.56,948.54
-118.62,45.6,828.45
-118.62,45.64,511.13
-118.62,45.68,465.64
-118.62,45.72,453.01
-118.62,45.76,479.59
-118.62,45.8,508.82
-118.62,45.84,553.8
-118.62,45.88,603.07
-118.62,45.92,570.72
-118.62,45.96,281.73
-118.62,46,165.33
-118.62,46.04,152.42
-118.62,46.08,177.9
-118.62,46.12,295.31
-118.62,46.16,277.49
-118.62,46.2,271.78
-118.62,46.24,308.48
-118.62,46.28,325.74
-118.62,46.32,321.33
-118.62,46.36,409.38
-118.62,46.4,287.77
-118.62,46.44,250.17
-118.62,46.48,134.83
-118.62,46.52,383.45
-118.62,46.56,436.53
-118.62,46.6,403.32
-118.62,46.64,266.52
-118.62,46.68,434.91
-118.62,46.72,419.3
-118.62,46.76,430.79
-118.62,46.8,455.74
-118.62,46.84,465.54
-118.62,46.88,488.83
-118.62,46.92,534.95
-118.62,46.96,488.26
-118.62,47,490.87
-118.62,47.04,522.77
-118.62,47.08,530.82
-118.62,47.12,512.39
-118.62,47.16,561.42
-118.62,47.2,561.12
-118.62,47.24,558.66
-118.62,47.28,575.89
-118.62,47.32,488.8
-118.62,47.36,593.55
-118.62,47.4,604
-118.62,47.44,608.61
-118.62,47.48,579.29
-118.62,47.52,647.56
-118.62,47.56,645.03
-118.62,47.6,665.56
-118.62,47.64,707.74
-118.62,47.68,698.55
-118.62,47.72,730.57
-118.62,47.76,724.84
-118.62,47.8,752.3
-118.62,47.84,779.06
-118.62,47.88,818.71
-118.62,47.92,417.94
-118.62,47.96,669.7
-118.62,48,699.49
-118.62,48.04,833.19
-118.62,48.08,834.31
-118.62,48.12,1018.16
-118.62,48.16,1087.26
-118.62,48.2,1052.34
-118.62,48.24,1045.66
-118.62,48.28,949.48
-118.62,48.32,961.66
-118.62,48.36,974.87
-118.62,48.4,1143.25
-118.62,48.44,1227.92
-118.62,48.48,1172.8
-118.62,48.52,1376.39
-118.62,48.56,1250.94
-118.62,48.6,1017.24
-118.62,48.64,1140.28
-118.62,48.68,961.82
-118.62,48.72,1070.92
-118.62,48.76,866.57
-118.62,48.8,768.75
-118.58,44.84,1683.46
-118.58,44.88,1230.15
-118.58,44.92,1639.43
-118.58,44.96,1757.38
-118.58,45,1706.2
-118.58,45.04,1902.83
-118.58,45.08,1720.28
-118.58,45.12,1529.99
-118.58,45.16,1418.82
-118.58,45.2,1455.62
-118.58,45.24,1447.98
-118.58,45.28,1362.04
-118.58,45.32,1395.05
-118.58,45.36,1312.47
-118.58,45.4,1329.57
-118.58,45.44,900.01
-118.58,45.48,1066.19
-118.58,45.52,891.46
-118.58,45.56,1035.04
-118.58,45.6,952.58
-118.58,45.64,624.05
-118.58,45.68,451.33
-118.58,45.72,478.31
-118.58,45.76,460.92
-118.58,45.8,507.09
-118.58,45.84,555.01
-118.58,45.88,603.13
-118.58,45.92,586.12
-118.58,45.96,275.69
-118.58,46,159.39
-118.58,46.04,152.39
-118.58,46.08,193.23
-118.58,46.12,254.26
-118.58,46.16,295.02
-118.58,46.2,336.49
-118.58,46.24,249.85
-118.58,46.28,297.27
-118.58,46.32,329.85
-118.58,46.36,347.89
-118.58,46.4,333.58
-118.58,46.44,328.03
-118.58,46.48,362.29
-118.58,46.52,316.48
-118.58,46.56,392.64
-118.58,46.6,433.81
-118.58,46.64,350.65
-118.58,46.68,435.88
-118.58,46.72,435.7
-118.58,46.76,443.39
-118.58,46.8,470.12
-118.58,46.84,482.26
-118.58,46.88,559.72
-118.58,46.92,537.62
-118.58,46.96,490.84
-118.58,47,473.53
-118.58,47.04,551.47
-118.58,47.08,558.86
-118.58,47.12,551.19
-118.58,47.16,567.88
-118.58,47.2,556.41
-118.58,47.24,583.1
-118.58,47.28,573.25
-118.58,47.32,488.52
-118.58,47.36,611.32
-118.58,47.4,554.43
-118.58,47.44,602.92
-118.58,47.48,577.8
-118.58,47.52,613.78
-118.58,47.56,649.04
-118.58,47.6,672.89
-118.58,47.64,693.88
-118.58,47.68,699.47
-118.58,47.72,728.33
-118.58,47.76,738.82
-118.58,47.8,752.5
-118.58,47.84,749.86
-118.58,47.88,805.47
-118.58,47.92,449.1
-118.58,47.96,812.8
-118.58,48,1053.77
-118.58,48.04,918.76
-118.58,48.08,888.02
-118.58,48.12,1004.78
-118.58,48.16,854.25
-118.58,48.2,902.65
-118.58,48.24,1079.97
-118.58,48.28,1026.09
-118.58,48.32,1141.83
-118.58,48.36,1145.7
-118.58,48.4,1405.14
-118.58,48.44,1335.71
-118.58,48.48,1468.83
-118.58,48.52,1657.81
-118.58,48.56,1233.27
-118.58,48.6,1216.4
-118.58,48.64,1027.38
-118.58,48.68,981.26
-118.58,48.72,1358.83
-118.58,48.76,1065.29
-118.58,48.8,831.54
-118.54,44.84,1539.03
-118.54,44.88,1457.39
-118.54,44.92,1899.05
-118.54,44.96,1757.58
-118.54,45,1581.7
-118.54,45.04,2018.75
-118.54,45.08,1495.1
-118.54,45.12,1546.86
-118.54,45.16,1478.94
-118.54,45.2,1466.19
-118.54,45.24,1316.36
-118.54,45.28,1281.29
-118.54,45.32,1286.52
-118.54,45.36,1274.24
-118.54,45.4,1063.17
-118.54,45.44,1052.92
-118.54,45.48,918.89
-118.54,45.52,1020.67
-118.54,45.56,869.99
-118.54,45.6,1122.23
-118.54,45.64,803.32
-118.54,45.68,440.24
-118.54,45.72,513.5
-118.54,45.76,520.31
-118.54,45.8,516.3
-118.54,45.84,589.26
-118.54,45.88,591.21
-118.54,45.92,386.97
-118.54,45.96,212.04
-118.54,46,174.52
-118.54,46.04,162.49
-118.54,46.08,204.47
-118.54,46.12,266.09
-118.54,46.16,362.87
-118.54,46.2,339.63
-118.54,46.24,323.87
-118.54,46.28,259.85
-118.54,46.32,295.84
-118.54,46.36,336.19
-118.54,46.4,386.74
-118.54,46.44,367.57
-118.54,46.48,288.8
-118.54,46.52,356.57
-118.54,46.56,134.74
-118.54,46.6,387.02
-118.54,46.64,279.27
-118.54,46.68,350.42
-118.54,46.72,420.62
-118.54,46.76,459.48
-118.54,46.8,473.19
-118.54,46.84,487.47
-118.54,46.88,538.07
-118.54,46.92,530.79
-118.54,46.96,495.66
-118.54,47,454.43
-118.54,47.04,535.73
-118.54,47.08,572.87
-118.54,47.12,551.41
-118.54,47.16,551.48
-118.54,47.2,576.13
-118.54,47.24,575.06
-118.54,47.28,579.23
-118.54,47.32,494.81
-118.54,47.36,615.63
-118.54,47.4,593.43
-118.54,47.44,614.44
-118.54,47.48,623.9
-118.54,47.52,615.95
-118.54,47.56,672.77
-118.54,47.6,692.07
-118.54,47.64,699.89
-118.54,47.68,682.71
-118.54,47.72,720.46
-118.54,47.76,741.63
-118.54,47.8,752.99
-118.54,47.84,769.12
-118.54,47.88,390.85
-118.54,47.92,390.75
-118.54,47.96,587.36
-118.54,48,822.78
-118.54,48.04,787.09
-118.54,48.08,839.68
-118.54,48.12,943.87
-118.54,48.16,722.36
-118.54,48.2,834
-118.54,48.24,1183.84
-118.54,48.28,1357.56
-118.54,48.32,1442.8
-118.54,48.36,1376.79
-118.54,48.4,1502.67
-118.54,48.44,1439.09
-118.54,48.48,1433.73
-118.54,48.52,1271.5
-118.54,48.56,1879.37
-118.54,48.6,1433.83
-118.54,48.64,1333.97
-118.54,48.68,1187.81
-118.54,48.72,1216.69
-118.54,48.76,1144.78
-118.54,48.8,1169.64
-118.5,44.84,1368.1
-118.5,44.88,1422.69
-118.5,44.92,1574.42
-118.5,44.96,1720.76
-118.5,45,1766.46
-118.5,45.04,1572.23
-118.5,45.08,1424.64
-118.5,45.12,1358.9
-118.5,45.16,1514.89
-118.5,45.2,1351.3
-118.5,45.24,1175.45
-118.5,45.28,1145.18
-118.5,45.32,1175.67
-118.5,45.36,1341.8
-118.5,45.4,1245.04
-118.5,45.44,1119.49
-118.5,45.48,1163.24
-118.5,45.52,1143.99
-118.5,45.56,1143.81
-118.5,45.6,1101.65
-118.5,45.64,829.5
-118.5,45.68,570.15
-118.5,45.72,580.66
-118.5,45.76,553.33
-118.5,45.8,542.06
-118.5,45.84,573.73
-118.5,45.88,606.67
-118.5,45.92,336.41
-118.5,45.96,221.34
-118.5,46,207.48
-118.5,46.04,174.36
-118.5,46.08,212.01
-118.5,46.12,238.44
-118.5,46.16,316.45
-118.5,46.2,334.33
-118.5,46.24,337.81
-118.5,46.28,292.42
-118.5,46.32,297.87
-118.5,46.36,342.25
-118.5,46.4,364.94
-118.5,46.44,367.21
-118.5,46.48,407.15
-118.5,46.52,436.8
-118.5,46.56,441.6
-118.5,46.6,398.34
-118.5,46.64,371.19
-118.5,46.68,430.47
-118.5,46.72,420.54
-118.5,46.76,441
-118.5,46.8,463.07
-118.5,46.84,467.44
-118.5,46.88,516.18
-118.5,46.92,514.33
-118.5,46.96,489.25
-118.5,47,538.39
-118.5,47.04,513.08
-118.5,47.08,574.36
-118.5,47.12,555.54
-118.5,47.16,581.17
-118.5,47.2,581.26
-118.5,47.24,594.07
-118.5,47.28,597.89
-118.5,47.32,558.76
-118.5,47.36,561.9
-118.5,47.4,617.08
-118.5,47.44,639.84
-118.5,47.48,650.36
-118.5,47.52,639.01
-118.5,47.56,687.26
-118.5,47.6,690.52
-118.5,47.64,695.71
-118.5,47.68,698.77
-118.5,47.72,721.26
-118.5,47.76,744.57
-118.5,47.8,750.48
-118.5,47.84,677.28
-118.5,47.88,412.39
-118.5,47.92,785.3
-118.5,47.96,812.56
-118.5,48,1149.4
-118.5,48.04,1036.55
-118.5,48.08,812.43
-118.5,48.12,904.55
-118.5,48.16,1012.87
-118.5,48.2,958.14
-118.5,48.24,1028.03
-118.5,48.28,1554.68
-118.5,48.32,1518.53
-118.5,48.36,1238.47
-118.5,48.4,1238.45
-118.5,48.44,1516.47
-118.5,48.48,1301.94
-118.5,48.52,1502.41
-118.5,48.56,2000.61
-118.5,48.6,1716.43
-118.5,48.64,1873.48
-118.5,48.68,1637.71
-118.5,48.72,1445.88
-118.5,48.76,1335.57
-118.5,48.8,1279.36
-118.46,44.84,1535.08
-118.46,44.88,1697.39
-118.46,44.92,1591.57
-118.46,44.96,1697.94
-118.46,45,1676.12
-118.46,45.04,1415.91
-118.46,45.08,1384.36
-118.46,45.12,1317.39
-118.46,45.16,1443.61
-118.46,45.2,1290.32
-118.46,45.24,1098.13
-118.46,45.28,1115.2
-118.46,45.32,1391.02
-118.46,45.36,1377.05
-118.46,45.4,1382.7
-118.46,45.44,1164.9
-118.46,45.48,1218.26
-118.46,45.52,1215.44
-118.46,45.56,1164.92
-118.46,45.6,1087.83
-118.46,45.64,913.86
-118.46,45.68,500.65
-118.46,45.72,671.02
-118.46,45.76,662.4
-118.46,45.8,606.51
-118.46,45.84,547.44
-118.46,45.88,554.05
-118.46,45.92,408.95
-118.46,45.96,243.45
-118.46,46,215.37
-118.46,46.04,189.85
-118.46,46.08,215.04
-118.46,46.12,229.88
-118.46,46.16,317.72
-118.46,46.2,379.6
-118.46,46.24,394.9
-118.46,46.28,346.85
-118.46,46.32,424.5
-118.46,46.36,328.42
-118.46,46.4,385.91
-118.46,46.44,452.65
-118.46,46.48,415.16
-118.46,46.52,450.69
-118.46,46.56,416.7
-118.46,46.6,165.34
-118.46,46.64,385.49
-118.46,46.68,297.42
-118.46,46.72,431.9
-118.46,46.76,479.55
-118.46,46.8,470.2
-118.46,46.84,494.49
-118.46,46.88,507.55
-118.46,46.92,548.27
-118.46,46.96,503.08
-118.46,47,512.32
-118.46,47.04,511.73
-118.46,47.08,566.16
-118.46,47.12,576.15
-118.46,47.16,561.64
-118.46,47.2,583.33
-118.46,47.24,592.66
-118.46,47.28,600.08
-118.46,47.32,564.89
-118.46,47.36,598.5
-118.46,47.4,644.59
-118.46,47.44,650.59
-118.46,47.48,641.08
-118.46,47.52,657.86
-118.46,47.56,643.56
-118.46,47.6,706.15
-118.46,47.64,713.25
-118.46,47.68,704.19
-118.46,47.72,733.85
-118.46,47.76,751.58
-118.46,47.8,742.26
-118.46,47.84,690.57
-118.46,47.88,390.61
-118.46,47.92,1024.25
-118.46,47.96,990.25
-118.46,48,986.23
-118.46,48.04,807.3
-118.46,48.08,573.44
-118.46,48.12,1008.6
-118.46,48.16,1002.54
-118.46,48.2,1229.74
-118.46,48.24,1130.42
-118.46,48.28,1159.24
-118.46,48.32,1588.39
-118.46,48.36,1150.87
-118.46,48.4,1166.1
-118.46,48.44,1288.27
-118.46,48.48,1249.42
-118.46,48.52,1779.38
-118.46,48.56,1367
-118.46,48.6,1679.15
-118.46,48.64,1426.09
-118.46,48.68,2104.37
-118.46,48.72,1843.19
-118.46,48.76,1576.13
-118.46,48.8,1478.34
-118.42,44.84,1564.27
-118.42,44.88,1763.12
-118.42,44.92,1566.25
-118.42,44.96,1768.77
-118.42,45,1825.1
-118.42,45.04,1433.32
-118.42,45.08,1371.55
-118.42,45.12,1689.3
-118.42,45.16,1413.89
-118.42,45.2,1216.37
-118.42,45.24,1083.5
-118.42,45.28,1158.33
-118.42,45.32,1286.35
-118.42,45.36,1427.74
-118.42,45.4,1409.37
-118.42,45.44,1349.87
-118.42,45.48,1201.9
-118.42,45.52,1149.85
-118.42,45.56,948.04
-118.42,45.6,1022.96
-118.42,45.64,813.36
-118.42,45.68,628.36
-118.42,45.72,794.75
-118.42,45.76,666.93
-118.42,45.8,633.96
-118.42,45.84,563.55
-118.42,45.88,504.03
-118.42,45.92,443.39
-118.42,45.96,272.54
-118.42,46,232.51
-118.42,46.04,236.57
-118.42,46.08,237.82
-118.42,46.12,230.85
-118.42,46.16,302.54
-118.42,46.2,329.49
-118.42,46.24,419.53
-118.42,46.28,331.73
-118.42,46.32,374.31
-118.42,46.36,439.51
-118.42,46.4,366.88
-118.42,46.44,395.73
-118.42,46.48,396.55
-118.42,46.52,432.83
-118.42,46.56,431.64
-118.42,46.6,240.03
-118.42,46.64,428.49
-118.42,46.68,373.04
-118.42,46.72,458.27
-118.42,46.76,475.98
-118.42,46.8,486.57
-118.42,46.84,516.19
-118.42,46.88,525.59
-118.42,46.92,530.03
-118.42,46.96,495.48
-118.42,47,541.38
-118.42,47.04,564.99
-118.42,47.08,536.19
-118.42,47.12,556.26
-118.42,47.16,574.93
-118.42,47.2,598.75
-118.42,47.24,598.54
-118.42,47.28,586.31
-118.42,47.32,557.46
-118.42,47.36,574.81
-118.42,47.4,636.7
-118.42,47.44,637.16
-118.42,47.48,668.18
-118.42,47.52,670.25
-118.42,47.56,645
-118.42,47.6,663.79
-118.42,47.64,687.7
-118.42,47.68,697.21
-118.42,47.72,705.03
-118.42,47.76,614.32
-118.42,47.8,560.98
-118.42,47.84,390.46
-118.42,47.88,726.07
-118.42,47.92,776.16
-118.42,47.96,920.64
-118.42,48,834.97
-118.42,48.04,574.24
-118.42,48.08,715.7
-118.42,48.12,786.8
-118.42,48.16,955.63
-118.42,48.2,827.47
-118.42,48.24,1055.1
-118.42,48.28,803.45
-118.42,48.32,1302.29
-118.42,48.36,1160.41
-118.42,48.4,852.18
-118.42,48.44,779.95
-118.42,48.48,1157.98
-118.42,48.52,1506.61
-118.42,48.56,1200.68
-118.42,48.6,1763.03
-118.42,48.64,1656.7
-118.42,48.68,1924.31
-118.42,48.72,1703.64
-118.42,48.76,1282.04
-118.42,48.8,1391.24
-118.38,44.84,1726.25
-118.38,44.88,1882.21
-118.38,44.92,1730.14
-118.38,44.96,1809.92
-118.38,45,1690.39
-118.38,45.04,1495.27
-118.38,45.08,1309.72
-118.38,45.12,1341.63
-118.38,45.16,1182.84
-118.38,45.2,1272.45
-118.38,45.24,1082.46
-118.38,45.28,1124.63
-118.38,45.32,1239.12
-118.38,45.36,1281.09
-118.38,45.4,1199.75
-118.38,45.44,1310.32
-118.38,45.48,1267.93
-118.38,45.52,1124.41
-118.38,45.56,1198.28
-118.38,45.6,1171.7
-118.38,45.64,1007.74
-118.38,45.68,860.38
-118.38,45.72,892.05
-118.38,45.76,898.06
-118.38,45.8,877.94
-118.38,45.84,602.9
-118.38,45.88,488.95
-118.38,45.92,349.81
-118.38,45.96,282.47
-118.38,46,238.75
-118.38,46.04,247.27
-118.38,46.08,269.38
-118.38,46.12,287.84
-118.38,46.16,265.08
-118.38,46.2,297.24
-118.38,46.24,380.09
-118.38,46.28,353.99
-118.38,46.32,378.55
-118.38,46.36,460.02
-118.38,46.4,484.13
-118.38,46.44,442.22
-118.38,46.48,452.48
-118.38,46.52,448.62
-118.38,46.56,307.04
-118.38,46.6,319.18
-118.38,46.64,423.51
-118.38,46.68,385.03
-118.38,46.72,298.9
-118.38,46.76,457.18
-118.38,46.8,493.58
-118.38,46.84,525.67
-118.38,46.88,528.42
-118.38,46.92,522.68
-118.38,46.96,522.3
-118.38,47,548.22
-118.38,47.04,525.83
-118.38,47.08,545.76
-118.38,47.12,556.96
-118.38,47.16,593.51
-118.38,47.2,616.46
-118.38,47.24,592.58
-118.38,47.28,581.94
-118.38,47.32,582.7
-118.38,47.36,640.01
-118.38,47.4,619.25
-118.38,47.44,646.39
-118.38,47.48,662.26
-118.38,47.52,705.8
-118.38,47.56,676.67
-118.38,47.6,700.34
-118.38,47.64,711.79
-118.38,47.68,707.52
-118.38,47.72,717.36
-118.38,47.76,749.09
-118.38,47.8,734.55
-118.38,47.84,390.39
-118.38,47.88,571.08
-118.38,47.92,623.4
-118.38,47.96,490.98
-118.38,48,390.37
-118.38,48.04,390.62
-118.38,48.08,745.64
-118.38,48.12,753.99
-118.38,48.16,870.63
-118.38,48.2,1043.19
-118.38,48.24,864.91
-118.38,48.28,785.21
-118.38,48.32,1106.41
-118.38,48.36,959.18
-118.38,48.4,1116.79
-118.38,48.44,1230.6
-118.38,48.48,1319.28
-118.38,48.52,1211.92
-118.38,48.56,1148.77
-118.38,48.6,1142.56
-118.38,48.64,1484.85
-118.38,48.68,1579.92
-118.38,48.72,1525.76
-118.38,48.76,1147.07
-118.38,48.8,1629.47
-118.34,44.84,2207.38
-118.34,44.88,2101.18
-118.34,44.92,1767.86
-118.34,44.96,1938.77
-118.34,45,1872.97
-118.34,45.04,1793.66
-118.34,45.08,1316.39
-118.34,45.12,1423.5
-118.34,45.16,1446.44
-118.34,45.2,1522.03
-118.34,45.24,1083.11
-118.34,45.28,977.66
-118.34,45.32,1159.68
-118.34,45.36,1130.92
-118.34,45.4,1268.46
-118.34,45.44,1276.75
-118.34,45.48,1186.72
-118.34,45.52,1034.41
-118.34,45.56,971.98
-118.34,45.6,656.63
-118.34,45.64,853.34
-118.34,45.68,875.76
-118.34,45.72,725.41
-118.34,45.76,962.56
-118.34,45.8,940.4
-118.34,45.84,758.3
-118.34,45.88,543.9
-118.34,45.92,434.35
-118.34,45.96,299.72
-118.34,46,284.27
-118.34,46.04,275.42
-118.34,46.08,299.79
-118.34,46.12,333.2
-118.34,46.16,330.55
-118.34,46.2,341.68
-118.34,46.24,380.18
-118.34,46.28,362.96
-118.34,46.32,389.79
-118.34,46.36,473.41
-118.34,46.4,500.91
-118.34,46.44,534.78
-118.34,46.48,446.74
-118.34,46.52,448.78
-118.34,46.56,324.5
-118.34,46.6,170.61
-118.34,46.64,354.12
-118.34,46.68,415.43
-118.34,46.72,401.45
-118.34,46.76,455.73
-118.34,46.8,498.99
-118.34,46.84,506.66
-118.34,46.88,519.2
-118.34,46.92,519.2
-118.34,46.96,525.58
-118.34,47,546.7
-118.34,47.04,562.11
-118.34,47.08,569.98
-118.34,47.12,569.01
-118.34,47.16,579.35
-118.34,47.2,607.35
-118.34,47.24,577.3
-118.34,47.28,570.26
-118.34,47.32,598.08
-118.34,47.36,636.47
-118.34,47.4,608.38
-118.34,47.44,672.12
-118.34,47.48,681.97
-118.34,47.52,680.8
-118.34,47.56,709.16
-118.34,47.6,708.57
-118.34,47.64,715.35
-118.34,47.68,710.06
-118.34,47.72,722.61
-118.34,47.76,762.8
-118.34,47.8,733.59
-118.34,47.84,493.48
-118.34,47.88,414.39
-118.34,47.92,437.03
-118.34,47.96,591.12
-118.34,48,690.14
-118.34,48.04,457.21
-118.34,48.08,633.34
-118.34,48.12,877.33
-118.34,48.16,886.75
-118.34,48.2,982.28
-118.34,48.24,783.78
-118.34,48.28,943.69
-118.34,48.32,1049.94
-118.34,48.36,778.68
-118.34,48.4,839.85
-118.34,48.44,1117.11
-118.34,48.48,1139.15
-118.34,48.52,1127.86
-118.34,48.56,1049.54
-118.34,48.6,939.63
-118.34,48.64,1557.23
-118.34,48.68,1573.36
-118.34,48.72,1275.62
-118.34,48.76,1125.16
-118.34,48.8,1645.29
-118.3,44.84,2183.32
-118.3,44.88,2025.89
-118.3,44.92,1832.5
-118.3,44.96,2131.09
-118.3,45,1937.92
-118.3,45.04,1583.02
-118.3,45.08,1551.04
-118.3,45.12,1670.63
-118.3,45.16,1744.08
-118.3,45.2,1286.45
-118.3,45.24,1367
-118.3,45.28,1093.59
-118.3,45.32,1013.61
-118.3,45.36,1010.26
-118.3,45.4,1092.34
-118.3,45.44,1240.31
-118.3,45.48,956.09
-118.3,45.52,1110.75
-118.3,45.56,996.73
-118.3,45.6,857.6
-118.3,45.64,1166.7
-118.3,45.68,989.34
-118.3,45.72,685.77
-118.3,45.76,1025.7
-118.3,45.8,984.36
-118.3,45.84,856.79
-118.3,45.88,709.32
-118.3,45.92,515.27
-118.3,45.96,372.07
-118.3,46,339.51
-118.3,46.04,313.22
-118.3,46.08,334.6
-118.3,46.12,332.94
-118.3,46.16,330.42
-118.3,46.2,374.53
-118.3,46.24,411.98
-118.3,46.28,393.14
-118.3,46.32,399.06
-118.3,46.36,605.94
-118.3,46.4,489.37
-118.3,46.44,563.28
-118.3,46.48,472.76
-118.3,46.52,314.07
-118.3,46.56,352.15
-118.3,46.6,165.2
-118.3,46.64,347.66
-118.3,46.68,384.23
-118.3,46.72,423.38
-118.3,46.76,325.35
-118.3,46.8,409.82
-118.3,46.84,501.09
-118.3,46.88,493.37
-118.3,46.92,507.8
-118.3,46.96,508.79
-118.3,47,519.56
-118.3,47.04,549.37
-118.3,47.08,543.53
-118.3,47.12,558.89
-118.3,47.16,571.29
-118.3,47.2,578.47
-118.3,47.24,586.35
-118.3,47.28,597.67
-118.3,47.32,592.21
-118.3,47.36,640.02
-118.3,47.4,635.06
-118.3,47.44,644.61
-118.3,47.48,685.11
-118.3,47.52,700.27
-118.3,47.56,720.73
-118.3,47.6,717.49
-118.3,47.64,723.72
-118.3,47.68,665.55
-118.3,47.72,707.08
-118.3,47.76,611.85
-118.3,47.8,437.59
-118.3,47.84,768
-118.3,47.88,736.12
-118.3,47.92,393.73
-118.3,47.96,726.06
-118.3,48,708.57
-118.3,48.04,390.69
-118.3,48.08,692.55
-118.3,48.12,1027.41
-118.3,48.16,753.37
-118.3,48.2,682.46
-118.3,48.24,812.26
-118.3,48.28,828.24
-118.3,48.32,708.17
-118.3,48.36,693.46
-118.3,48.4,610.07
-118.3,48.44,873.79
-118.3,48.48,672.45
-118.3,48.52,1283.2
-118.3,48.56,1163.75
-118.3,48.6,1101.76
-118.3,48.64,1317.05
-118.3,48.68,1465.21
-118.3,48.72,1292.48
-118.3,48.76,1122.42
-118.3,48.8,1339.79
-118.26,44.84,1904.93
-118.26,44.88,2072.07
-118.26,44.92,2113.45
-118.26,44.96,2267.56
-118.26,45,1948.22
-118.26,45.04,1661.65
