"x","y","z"
-117.74,45.52,1303.93
-117.74,45.56,1146.45
-117.74,45.6,1105.44
-117.74,45.64,1016.06
-117.74,45.68,1052.39
-117.74,45.72,1228.99
-117.74,45.76,1209.69
-117.74,45.8,669.32
-117.74,45.84,638.06
-117.74,45.88,1008.69
-117.74,45.92,1490.74
-117.74,45.96,997.48
-117.74,46,1495
-117.74,46.04,1269.13
-117.74,46.08,1264.43
-117.74,46.12,1706.47
-117.74,46.16,1378.29
-117.74,46.2,1484.5
-117.74,46.24,1033.22
-117.74,46.28,1226.33
-117.74,46.32,996.82
-117.74,46.36,896.01
-117.74,46.4,621.5
-117.74,46.44,499.03
-117.74,46.48,454.32
-117.74,46.52,592.06
-117.74,46.56,440.72
-117.74,46.6,422
-117.74,46.64,380.72
-117.74,46.68,348.14
-117.74,46.72,511.25
-117.74,46.76,528.8
-117.74,46.8,519.13
-117.74,46.84,508.74
-117.74,46.88,487.46
-117.74,46.92,539.23
-117.74,46.96,545.71
-117.74,47,563.25
-117.74,47.04,611.08
-117.74,47.08,549.72
-117.74,47.12,549.77
-117.74,47.16,602.97
-117.74,47.2,636.86
-117.74,47.24,707.82
-117.74,47.28,655.93
-117.74,47.32,679.75
-117.74,47.36,668.3
-117.74,47.4,707.69
-117.74,47.44,684.45
-117.74,47.48,714.39
-117.74,47.52,745.18
-117.74,47.56,762.32
-117.74,47.6,729.59
-117.74,47.64,732.49
-117.74,47.68,768.81
-117.74,47.72,762.89
-117.74,47.76,763.59
-117.74,47.8,734.43
-117.74,47.84,519.58
-117.74,47.88,937.64
-117.74,47.92,1025.47
-117.74,47.96,689.82
-117.74,48,585.18
-117.74,48.04,628.63
-117.74,48.08,734.56
-117.74,48.12,590.91
-117.74,48.16,509.39
-117.74,48.2,510.3
-117.74,48.24,516.53
-117.74,48.28,503.77
-117.74,48.32,586.32
-117.74,48.36,842.86
-117.74,48.4,1141.31
-117.74,48.44,805.26
-117.74,48.48,771.27
-117.74,48.52,793.93
-117.74,48.56,1117.04
-117.74,48.6,1147.14
-117.74,48.64,874.68
-117.74,48.68,925.88
-117.74,48.72,1265.37
-117.74,48.76,1275.85
-117.74,48.8,1090.14
-117.7,44.84,1208.96
-117.7,44.88,989.59
-117.7,44.92,973.01
-117.7,44.96,972.25
-117.7,45,1131.93
-117.7,45.04,1205.51
-117.7,45.08,1525.25
-117.7,45.12,1072.28
-117.7,45.16,1296.23
-117.7,45.2,1572.2
-117.7,45.24,1804.56
-117.7,45.28,1696.25
-117.7,45.32,2065.16
-117.7,45.36,1745.69
-117.7,45.4,1579.21
-117.7,45.44,1310.36
-117.7,45.48,1390.08
-117.7,45.52,892.64
-117.7,45.56,1027.14
-117.7,45.6,1154.63
-117.7,45.64,1107.64
-117.7,45.68,1107.59
-117.7,45.72,1201.55
-117.7,45.76,1303.45
-117.7,45.8,1276.82
-117.7,45.84,1256.83
-117.7,45.88,727.75
-117.7,45.92,1375.68
-117.7,45.96,926.86
-117.7,46,775.58
-117.7,46.04,1255.94
-117.7,46.08,1273.02
-117.7,46.12,1826.6
-117.7,46.16,1163.49
-117.7,46.2,995.77
-117.7,46.24,912.81
-117.7,46.28,1375.56
-117.7,46.32,1070.57
-117.7,46.36,831.87
-117.7,46.4,671.35
-117.7,46.44,692.69
-117.7,46.48,693.83
-117.7,46.52,570.45
-117.7,46.56,443.82
-117.7,46.6,334.41
-117.7,46.64,430.86
-117.7,46.68,491.58
-117.7,46.72,360.64
-117.7,46.76,511.75
-117.7,46.8,556.41
-117.7,46.84,522.57
-117.7,46.88,564.78
-117.7,46.92,540.88
-117.7,46.96,597.76
-117.7,47,590.46
-117.7,47.04,610.05
-117.7,47.08,603.09
-117.7,47.12,579.91
-117.7,47.16,526.82
-117.7,47.2,673.33
-117.7,47.24,687.56
-117.7,47.28,640.15
-117.7,47.32,626.56
-117.7,47.36,702.16
-117.7,47.4,694.68
-117.7,47.44,717.09
-117.7,47.48,714.99
-117.7,47.52,720.49
-117.7,47.56,742.83
-117.7,47.6,731.83
-117.7,47.64,739.34
-117.7,47.68,676.75
-117.7,47.72,746.3
-117.7,47.76,720.79
-117.7,47.8,736.27
-117.7,47.84,604.69
-117.7,47.88,489.45
-117.7,47.92,904.23
-117.7,47.96,802.91
-117.7,48,855.98
-117.7,48.04,784.62
-117.7,48.08,718.64
-117.7,48.12,656.41
-117.7,48.16,626.87
-117.7,48.2,612.86
-117.7,48.24,502.51
-117.7,48.28,526.31
-117.7,48.32,667.89
-117.7,48.36,686.19
-117.7,48.4,827.72
-117.7,48.44,787.72
-117.7,48.48,721.72
-117.7,48.52,876.31
-117.7,48.56,1044.77
-117.7,48.6,970.17
-117.7,48.64,1173.93
-117.7,48.68,1232.75
-117.7,48.72,1008.34
-117.7,48.76,1054.91
-117.7,48.8,928.07
-117.66,44.84,993.38
-117.66,44.88,884.36
-117.66,44.92,873.74
-117.66,44.96,968.31
-117.66,45,987.53
-117.66,45.04,1132.25
-117.66,45.08,1224.42
-117.66,45.12,1139.96
-117.66,45.16,1502.05
-117.66,45.2,1884.66
-117.66,45.24,1783.31
-117.66,45.28,1725.32
-117.66,45.32,2062.52
-117.66,45.36,1185.14
-117.66,45.4,1519.41
-117.66,45.44,1217.31
-117.66,45.48,1094.98
-117.66,45.52,1332.17
-117.66,45.56,1149.75
-117.66,45.6,1132.98
-117.66,45.64,1165.8
-117.66,45.68,1152.79
-117.66,45.72,1242.88
-117.66,45.76,1247.64
-117.66,45.8,1110.61
-117.66,45.84,999.38
-117.66,45.88,733.15
-117.66,45.92,1292.18
-117.66,45.96,1290.07
-117.66,46,1133.43
-117.66,46.04,1311.02
-117.66,46.08,1478.7
-117.66,46.12,1647
-117.66,46.16,1694.21
-117.66,46.2,1062.76
-117.66,46.24,1072.46
-117.66,46.28,770.11
-117.66,46.32,694.7
-117.66,46.36,721.87
-117.66,46.4,831.33
-117.66,46.44,620.12
-117.66,46.48,615.36
-117.66,46.52,579.45
-117.66,46.56,487.86
-117.66,46.6,460.33
-117.66,46.64,530.25
-117.66,46.68,546.24
-117.66,46.72,284.69
-117.66,46.76,549.97
-117.66,46.8,512.49
-117.66,46.84,560.57
-117.66,46.88,514.3
-117.66,46.92,524.95
-117.66,46.96,572.06
-117.66,47,586.1
-117.66,47.04,569.17
-117.66,47.08,650.66
-117.66,47.12,610.15
-117.66,47.16,644.93
-117.66,47.2,526.82
-117.66,47.24,644.22
-117.66,47.28,653.88
-117.66,47.32,664.15
-117.66,47.36,695.45
-117.66,47.4,705.19
-117.66,47.44,721.09
-117.66,47.48,747.33
-117.66,47.52,709.37
-117.66,47.56,719.89
-117.66,47.6,747.89
-117.66,47.64,745.6
-117.66,47.68,650.91
-117.66,47.72,729.59
-117.66,47.76,746.14
-117.66,47.8,732.99
-117.66,47.84,469.21
-117.66,47.88,468.71
-117.66,47.92,664.36
-117.66,47.96,999.95
-117.66,48,1008.79
-117.66,48.04,756.83
-117.66,48.08,783.79
-117.66,48.12,878.78
-117.66,48.16,642.88
-117.66,48.2,672.81
-117.66,48.24,718.28
-117.66,48.28,821.6
-117.66,48.32,964.98
-117.66,48.36,1134.99
-117.66,48.4,736.05
-117.66,48.44,744.1
-117.66,48.48,954.17
-117.66,48.52,956.37
-117.66,48.56,1132.47
-117.66,48.6,915.55
-117.66,48.64,1211.68
-117.66,48.68,1547.85
-117.66,48.72,778.51
-117.66,48.76,666.41
-117.66,48.8,620.27
-117.62,44.84,880.5
-117.62,44.88,827.23
-117.62,44.92,928.67
-117.62,44.96,1068.02
-117.62,45,1132.61
-117.62,45.04,1248.21
-117.62,45.08,1513.62
-117.62,45.12,1525.64
-117.62,45.16,1512.81
-117.62,45.2,1911.38
-117.62,45.24,1959.81
-117.62,45.28,1992.32
-117.62,45.32,1702.28
-117.62,45.36,1495.68
-117.62,45.4,1832.5
-117.62,45.44,1684.68
-117.62,45.48,1546.54
-117.62,45.52,1385.09
-117.62,45.56,1307.25
-117.62,45.6,942.45
-117.62,45.64,1114.99
-117.62,45.68,1104.63
-117.62,45.72,1284.87
-117.62,45.76,1293.46
-117.62,45.8,1057.44
-117.62,45.84,1061.67
-117.62,45.88,1126.2
-117.62,45.92,1254.25
-117.62,45.96,1170.34
-117.62,46,1082.89
-117.62,46.04,1049.94
-117.62,46.08,1177.78
-117.62,46.12,1474.67
-117.62,46.16,1718.78
-117.62,46.2,1300.85
-117.62,46.24,1270.53
-117.62,46.28,1162.6
-117.62,46.32,1089.78
-117.62,46.36,1010.07
-117.62,46.4,851.42
-117.62,46.44,780.33
-117.62,46.48,603.08
-117.62,46.52,546.57
-117.62,46.56,455.96
-117.62,46.6,424.7
-117.62,46.64,446.41
-117.62,46.68,198.47
-117.62,46.72,419.4
-117.62,46.76,565.39
-117.62,46.8,541.52
-117.62,46.84,560.79
-117.62,46.88,592.79
-117.62,46.92,566.68
-117.62,46.96,628.32
-117.62,47,493.74
-117.62,47.04,629.14
-117.62,47.08,653.39
-117.62,47.12,600.57
-117.62,47.16,637.84
-117.62,47.2,691.91
-117.62,47.24,682.44
-117.62,47.28,669.9
-117.62,47.32,702.15
-117.62,47.36,693.98
-117.62,47.4,708.67
-117.62,47.44,703.7
-117.62,47.48,741.1
-117.62,47.52,774.9
-117.62,47.56,733.67
-117.62,47.6,723.91
-117.62,47.64,735.61
-117.62,47.68,723.77
-117.62,47.72,722.11
-117.62,47.76,716.08
-117.62,47.8,544.42
-117.62,47.84,556.46
-117.62,47.88,710.69
-117.62,47.92,713.81
-117.62,47.96,789.01
-117.62,48,808.23
-117.62,48.04,726.92
-117.62,48.08,785.83
-117.62,48.12,877.72
-117.62,48.16,803.13
-117.62,48.2,622.48
-117.62,48.24,891.02
-117.62,48.28,1040.66
-117.62,48.32,1025.33
-117.62,48.36,1148.96
-117.62,48.4,962.39
-117.62,48.44,1028.15
-117.62,48.48,989.1
-117.62,48.52,1074.54
-117.62,48.56,1164.29
-117.62,48.6,1152.76
-117.62,48.64,1462.83
-117.62,48.68,1150.79
-117.62,48.72,1179.24
-117.62,48.76,973.23
-117.62,48.8,1097.42
-117.58,44.84,889.11
-117.58,44.88,864.43
-117.58,44.92,1006.11
-117.58,44.96,1274.96
-117.58,45,1352.95
-117.58,45.04,1388
-117.58,45.08,1692.82
-117.58,45.12,1687.75
-117.58,45.16,1694.91
-117.58,45.2,2287.26
-117.58,45.24,2255.56
-117.58,45.28,2223.22
-117.58,45.32,1284.89
-117.58,45.36,1735.98
-117.58,45.4,2083.21
-117.58,45.44,1645.72
-117.58,45.48,1636.74
-117.58,45.52,1478.22
-117.58,45.56,1221.45
-117.58,45.6,854.72
-117.58,45.64,1063.6
-117.58,45.68,1146.29
-117.58,45.72,1342.22
-117.58,45.76,1249.07
-117.58,45.8,1277.88
-117.58,45.84,1086.7
-117.58,45.88,556.71
-117.58,45.92,1127.36
-117.58,45.96,887.29
-117.58,46,1120.29
-117.58,46.04,999.63
-117.58,46.08,1307.7
-117.58,46.12,1870.86
-117.58,46.16,1553.79
-117.58,46.2,1675.75
-117.58,46.24,1516.44
-117.58,46.28,1503.37
-117.58,46.32,1227.47
-117.58,46.36,1088.77
-117.58,46.4,883.36
-117.58,46.44,768.13
-117.58,46.48,677.34
-117.58,46.52,548.69
-117.58,46.56,587.09
-117.58,46.6,551.56
-117.58,46.64,540
-117.58,46.68,312.95
-117.58,46.72,551.81
-117.58,46.76,504.78
-117.58,46.8,593.86
-117.58,46.84,588.06
-117.58,46.88,566.67
-117.58,46.92,611.87
-117.58,46.96,634.02
-117.58,47,608.4
-117.58,47.04,634.97
-117.58,47.08,653.53
-117.58,47.12,654.99
-117.58,47.16,702.7
-117.58,47.2,672.88
-117.58,47.24,625.49
-117.58,47.28,651.55
-117.58,47.32,711.28
-117.58,47.36,684.08
-117.58,47.4,694.58
-117.58,47.44,699.65
-117.58,47.48,710.92
-117.58,47.52,757.2
-117.58,47.56,795.06
-117.58,47.6,740.41
-117.58,47.64,726.26
-117.58,47.68,695.91
-117.58,47.72,600.36
-117.58,47.76,682.2
-117.58,47.8,533.87
-117.58,47.84,643.07
-117.58,47.88,706.31
-117.58,47.92,671.13
-117.58,47.96,671.69
-117.58,48,692.2
-117.58,48.04,796.72
-117.58,48.08,824.58
-117.58,48.12,826.67
-117.58,48.16,878.33
-117.58,48.2,839.22
-117.58,48.24,875.07
-117.58,48.28,1582.61
-117.58,48.32,1357.36
-117.58,48.36,1163.75
-117.58,48.4,1035.38
-117.58,48.44,1124.17
-117.58,48.48,1341.14
-117.58,48.52,1146.01
-117.58,48.56,1029.67
-117.58,48.6,1134.35
-117.58,48.64,1267.92
-117.58,48.68,1193.09
-117.58,48.72,1175.23
-117.58,48.76,1119.18
-117.58,48.8,894.18
-117.54,44.84,813.52
-117.54,44.88,877.27
-117.54,44.92,997.27
-117.54,44.96,1415.15
-117.54,45,1445.35
-117.54,45.04,1342.29
-117.54,45.08,1783.52
-117.54,45.12,1767.05
-117.54,45.16,2039.02
-117.54,45.2,2198.9
-117.54,45.24,1615.7
-117.54,45.28,1262.82
-117.54,45.32,1865.71
-117.54,45.36,2128.74
-117.54,45.4,1368.05
-117.54,45.44,1503.35
-117.54,45.48,1343.02
-117.54,45.52,1278.83
-117.54,45.56,925.14
-117.54,45.6,884.67
-117.54,45.64,952.84
-117.54,45.68,1131
-117.54,45.72,1293.54
-117.54,45.76,1156.24
-117.54,45.8,1096.35
-117.54,45.84,1042.85
-117.54,45.88,940.65
-117.54,45.92,1131.78
-117.54,45.96,975.29
-117.54,46,1131.06
-117.54,46.04,1136.69
-117.54,46.08,1401.8
-117.54,46.12,1868.45
-117.54,46.16,1432.44
-117.54,46.2,1548.61
-117.54,46.24,1522.87
-117.54,46.28,1424.83
-117.54,46.32,1187.87
-117.54,46.36,1088.68
-117.54,46.4,969.28
-117.54,46.44,806.93
-117.54,46.48,725.01
-117.54,46.52,520.67
-117.54,46.56,580.73
-117.54,46.6,445.23
-117.54,46.64,551.79
-117.54,46.68,194.7
-117.54,46.72,576.15
-117.54,46.76,569.62
-117.54,46.8,594.71
-117.54,46.84,602.62
-117.54,46.88,667.78
-117.54,46.92,643.02
-117.54,46.96,649.7
-117.54,47,642.86
-117.54,47.04,680.79
-117.54,47.08,624.15
-117.54,47.12,624.99
-117.54,47.16,725.48
-117.54,47.2,617.06
-117.54,47.24,703.18
-117.54,47.28,696.91
-117.54,47.32,674.82
-117.54,47.36,726.33
-117.54,47.4,693.79
-117.54,47.44,694.58
-117.54,47.48,699.38
-117.54,47.52,794.51
-117.54,47.56,731.42
-117.54,47.6,735.27
-117.54,47.64,711.39
-117.54,47.68,691.73
-117.54,47.72,571.93
-117.54,47.76,516.63
-117.54,47.8,484.62
-117.54,47.84,681.38
-117.54,47.88,712.73
-117.54,47.92,657.99
-117.54,47.96,667.23
-117.54,48,677.52
-117.54,48.04,688.81
-117.54,48.08,797.15
-117.54,48.12,1087.54
-117.54,48.16,893.1
-117.54,48.2,1280.04
-117.54,48.24,1097.82
-117.54,48.28,1389.35
-117.54,48.32,1431.98
-117.54,48.36,1197.83
-117.54,48.4,1098.61
-117.54,48.44,1446.4
-117.54,48.48,1574.94
-117.54,48.52,1198.01
-117.54,48.56,1064.85
-117.54,48.6,976.22
-117.54,48.64,1070.33
-117.54,48.68,1156.52
-117.54,48.72,1136.3
-117.54,48.76,1604.07
-117.54,48.8,1366.31
-117.5,44.84,847.16
-117.5,44.88,906.38
-117.5,44.92,1078.96
-117.5,44.96,1475.12
-117.5,45,1572.49
-117.5,45.04,1581.6
-117.5,45.08,1897.03
-117.5,45.12,2093.01
-117.5,45.16,2409.21
-117.5,45.2,1748.76
-117.5,45.24,1894.09
-117.5,45.28,1583.47
-117.5,45.32,2199.04
-117.5,45.36,1953.7
-117.5,45.4,1970.77
-117.5,45.44,1639.28
-117.5,45.48,1513.96
-117.5,45.52,989.87
-117.5,45.56,909.59
-117.5,45.6,1108.89
-117.5,45.64,1045.5
-117.5,45.68,1170.75
-117.5,45.72,1258.44
-117.5,45.76,1225.04
-117.5,45.8,1184.71
-117.5,45.84,1021
-117.5,45.88,745.76
-117.5,45.92,1120.1
-117.5,45.96,1003.96
-117.5,46,1102.81
-117.5,46.04,1414.89
-117.5,46.08,1133.13
-117.5,46.12,1789.75
-117.5,46.16,1751.93
-117.5,46.2,1458.86
-117.5,46.24,1360.04
-117.5,46.28,1366.92
-117.5,46.32,1220.71
-117.5,46.36,1026.3
-117.5,46.4,919.13
-117.5,46.44,836.88
-117.5,46.48,748.28
-117.5,46.52,682.42
-117.5,46.56,532.35
-117.5,46.6,677.12
-117.5,46.64,672.51
-117.5,46.68,205.64
-117.5,46.72,586.22
-117.5,46.76,579.12
-117.5,46.8,633.4
-117.5,46.84,637.43
-117.5,46.88,649.94
-117.5,46.92,641.83
-117.5,46.96,632.83
-117.5,47,682.22
-117.5,47.04,652.06
-117.5,47.08,690.06
-117.5,47.12,657.48
-117.5,47.16,695.13
-117.5,47.2,691.99
-117.5,47.24,720.71
-117.5,47.28,745.07
-117.5,47.32,767.04
-117.5,47.36,748.38
-117.5,47.4,714.34
-117.5,47.44,711.45
-117.5,47.48,698.69
-117.5,47.52,708.83
-117.5,47.56,713.3
-117.5,47.6,711.84
-117.5,47.64,695.06
-117.5,47.68,656.83
-117.5,47.72,491.27
-117.5,47.76,591.46
-117.5,47.8,681.44
-117.5,47.84,703.88
-117.5,47.88,632.12
-117.5,47.92,623.21
-117.5,47.96,665.34
-117.5,48,658.07
-117.5,48.04,696.99
-117.5,48.08,851.44
-117.5,48.12,800.24
-117.5,48.16,932.09
-117.5,48.2,1153.26
-117.5,48.24,1195.21
-117.5,48.28,991.46
-117.5,48.32,1355.42
-117.5,48.36,1435.74
-117.5,48.4,1382.43
-117.5,48.44,1812.43
-117.5,48.48,1353.03
-117.5,48.52,1260.88
-117.5,48.56,1192.8
-117.5,48.6,1245.94
-117.5,48.64,1083.41
-117.5,48.68,1052.18
-117.5,48.72,1031.87
-117.5,48.76,1036.26
-117.5,48.8,1295.37
-117.46,44.84,862.18
-117.46,44.88,1043.17
-117.46,44.92,1182.7
-117.46,44.96,1444.46
-117.46,45,1539.27
-117.46,45.04,1596.69
-117.46,45.08,2067.23
-117.46,45.12,2208.93
-117.46,45.16,2029.82
-117.46,45.2,2364.82
-117.46,45.24,2396.13
-117.46,45.28,2292.74
-117.46,45.32,2386.37
-117.46,45.36,2306.22
-117.46,45.4,2246.33
-117.46,45.44,1693.95
-117.46,45.48,1190.42
-117.46,45.52,965.02
-117.46,45.56,1065.13
-117.46,45.6,1110.05
-117.46,45.64,1259.98
-117.46,45.68,1340.62
-117.46,45.72,1330.95
-117.46,45.76,1275.8
-117.46,45.8,1252.26
-117.46,45.84,1083.46
-117.46,45.88,848.82
-117.46,45.92,721.79
-117.46,45.96,855.5
-117.46,46,1078.12
-117.46,46.04,1223.85
-117.46,46.08,1381.7
-117.46,46.12,1837.53
-117.46,46.16,1537.41
-117.46,46.2,1511.55
-117.46,46.24,1421.91
-117.46,46.28,1348.92
-117.46,46.32,1180.81
-117.46,46.36,911.23
-117.46,46.4,993.53
-117.46,46.44,836.62
-117.46,46.48,764.02
-117.46,46.52,724.91
-117.46,46.56,693.11
-117.46,46.6,695.69
-117.46,46.64,705.63
-117.46,46.68,461.19
-117.46,46.72,381.6
-117.46,46.76,602.15
-117.46,46.8,660.22
-117.46,46.84,695.62
-117.46,46.88,682.08
-117.46,46.92,690.42
-117.46,46.96,659.01
-117.46,47,680.75
-117.46,47.04,725.76
-117.46,47.08,745.13
-117.46,47.12,708.15
-117.46,47.16,721.83
-117.46,47.2,703.04
-117.46,47.24,697.56
-117.46,47.28,700.96
-117.46,47.32,778.13
-117.46,47.36,767.21
-117.46,47.4,748.38
-117.46,47.44,726.56
-117.46,47.48,715.36
-117.46,47.52,705.17
-117.46,47.56,707.96
-117.46,47.6,697.74
-117.46,47.64,669.91
-117.46,47.68,542.17
-117.46,47.72,628.41
-117.46,47.76,641.99
-117.46,47.8,737.61
-117.46,47.84,693.99
-117.46,47.88,614.28
-117.46,47.92,619.21
-117.46,47.96,665.45
-117.46,48,667.68
-117.46,48.04,721.93
-117.46,48.08,870.21
-117.46,48.12,819.65
-117.46,48.16,852.77
-117.46,48.2,1354.1
-117.46,48.24,905.62
-117.46,48.28,950.91
-117.46,48.32,1289.84
-117.46,48.36,1169.21
-117.46,48.4,1468.82
-117.46,48.44,1360.76
-117.46,48.48,1092.15
-117.46,48.52,1404.15
-117.46,48.56,1130.28
-117.46,48.6,1316.47
-117.46,48.64,1135.73
-117.46,48.68,922.97
-117.46,48.72,810.19
-117.46,48.76,775.79
-117.46,48.8,923.75
-117.42,44.84,953.89
-117.42,44.88,1147.52
-117.42,44.92,1231.43
-117.42,44.96,1412.36
-117.42,45,1277.61
-117.42,45.04,1738.47
-117.42,45.08,1901.48
-117.42,45.12,2404.96
-117.42,45.16,1740.97
-117.42,45.2,2472.39
-117.42,45.24,2251.35
-117.42,45.28,2243.77
-117.42,45.32,2096.02
-117.42,45.36,1427.97
-117.42,45.4,1374.02
-117.42,45.44,1120.13
-117.42,45.48,1046.56
-117.42,45.52,1064.62
-117.42,45.56,1094.13
-117.42,45.6,1187.69
-117.42,45.64,1312.27
-117.42,45.68,1348.29
-117.42,45.72,1360.93
-117.42,45.76,946.69
-117.42,45.8,864.01
-117.42,45.84,942.68
-117.42,45.88,1287.13
-117.42,45.92,810.59
-117.42,45.96,504.18
-117.42,46,849.39
-117.42,46.04,1111.14
-117.42,46.08,1347.29
-117.42,46.12,1192.47
-117.42,46.16,1476.43
-117.42,46.2,977.95
-117.42,46.24,1335.74
-117.42,46.28,1033.84
-117.42,46.32,1125.04
-117.42,46.36,943.42
-117.42,46.4,754.26
-117.42,46.44,843.66
-117.42,46.48,773.44
-117.42,46.52,705.64
-117.42,46.56,689.08
-117.42,46.6,718.04
-117.42,46.64,460.97
-117.42,46.68,633.02
-117.42,46.72,647.81
-117.42,46.76,669.84
-117.42,46.8,597.55
-117.42,46.84,711.66
-117.42,46.88,702.85
-117.42,46.92,664.83
-117.42,46.96,710.07
-117.42,47,699.47
-117.42,47.04,705.06
-117.42,47.08,725.59
-117.42,47.12,734.78
-117.42,47.16,739.74
-117.42,47.2,714.34
-117.42,47.24,657.64
-117.42,47.28,689.52
-117.42,47.32,762.09
-117.42,47.36,765.72
-117.42,47.4,749.05
-117.42,47.44,732.67
-117.42,47.48,718.56
-117.42,47.52,735.82
-117.42,47.56,659.02
-117.42,47.6,643.02
-117.42,47.64,668.16
-117.42,47.68,581.29
-117.42,47.72,626.03
-117.42,47.76,539.08
-117.42,47.8,579.91
-117.42,47.84,653.35
-117.42,47.88,611.25
-117.42,47.92,635.87
-117.42,47.96,661.93
-117.42,48,680.05
-117.42,48.04,690.71
-117.42,48.08,611.4
-117.42,48.12,651.77
-117.42,48.16,979.4
-117.42,48.2,1452.62
-117.42,48.24,943.08
-117.42,48.28,925.7
-117.42,48.32,1007.98
-117.42,48.36,1304.43
-117.42,48.4,1239.33
-117.42,48.44,1043.1
-117.42,48.48,916.69
-117.42,48.52,1112.31
-117.42,48.56,947.41
-117.42,48.6,1051.35
-117.42,48.64,766.01
-117.42,48.68,706.79
-117.42,48.72,639.91
-117.42,48.76,853.03
-117.42,48.8,802.84
-117.38,44.84,1001.02
-117.38,44.88,1218.95
-117.38,44.92,1281.9
-117.38,44.96,1407.05
-117.38,45,1486.59
-117.38,45.04,2114.92
-117.38,45.08,1942.23
-117.38,45.12,2411.78
-117.38,45.16,2380.68
-117.38,45.2,2374.84
-117.38,45.24,1842.27
-117.38,45.28,1997.53
-117.38,45.32,2347.49
-117.38,45.36,2450.07
-117.38,45.4,1796.33
-117.38,45.44,1208.05
-117.38,45.48,1063.12
-117.38,45.52,1155.21
-117.38,45.56,1166.77
-117.38,45.6,1214.46
-117.38,45.64,1392.01
-117.38,45.68,1399.51
-117.38,45.72,1394.76
-117.38,45.76,930.46
-117.38,45.8,1307.46
-117.38,45.84,1302.02
-117.38,45.88,1247.54
-117.38,45.92,1131.55
-117.38,45.96,887.77
-117.38,46,445.16
-117.38,46.04,763.81
-117.38,46.08,964.78
-117.38,46.12,1621.72
-117.38,46.16,1390.23
-117.38,46.2,1312.06
-117.38,46.24,1181.82
-117.38,46.28,944.94
-117.38,46.32,1053.59
-117.38,46.36,861.6
-117.38,46.4,549.15
-117.38,46.44,703.38
-117.38,46.48,799.13
-117.38,46.52,770.05
-117.38,46.56,751.61
-117.38,46.6,451.75
-117.38,46.64,224.92
-117.38,46.68,725.29
-117.38,46.72,749.31
-117.38,46.76,719.13
-117.38,46.8,731.03
-117.38,46.84,684.05
-117.38,46.88,697.03
-117.38,46.92,728.08
-117.38,46.96,714.45
-117.38,47,765.44
-117.38,47.04,749.19
-117.38,47.08,716.8
-117.38,47.12,744.28
-117.38,47.16,750.4
-117.38,47.2,745.64
-117.38,47.24,715.34
-117.38,47.28,703.64
-117.38,47.32,734.93
-117.38,47.36,775.02
-117.38,47.4,764.66
-117.38,47.44,738.39
-117.38,47.48,728.55
-117.38,47.52,683.9
-117.38,47.56,607.83
-117.38,47.6,718.87
-117.38,47.64,666.56
-117.38,47.68,585.21
-117.38,47.72,624.71
-117.38,47.76,585.23
-117.38,47.8,499.08
-117.38,47.84,533.27
-117.38,47.88,538.02
-117.38,47.92,602.63
-117.38,47.96,593.43
-117.38,48,607.31
-117.38,48.04,623.47
-117.38,48.08,742.87
-117.38,48.12,690.88
-117.38,48.16,1001.53
-117.38,48.2,915.18
-117.38,48.24,831.99
-117.38,48.28,709.26
-117.38,48.32,777.38
-117.38,48.36,812.15
-117.38,48.4,821.05
-117.38,48.44,835.89
-117.38,48.48,976.15
-117.38,48.52,817.91
-117.38,48.56,895.68
-117.38,48.6,880.52
-117.38,48.64,659.18
-117.38,48.68,668.03
-117.38,48.72,742.15
-117.38,48.76,993.49
-117.38,48.8,924.64
-117.34,44.84,1213.65
-117.34,44.88,1343.67
-117.34,44.92,1216.52
-117.34,44.96,1221.18
-117.34,45,1464.16
-117.34,45.04,1534.67
-117.34,45.08,2316.18
-117.34,45.12,2211.21
-117.34,45.16,2062.14
-117.34,45.2,2232.46
-117.34,45.24,2583.92
-117.34,45.28,2866.86
-117.34,45.32,2638.06
-117.34,45.36,2088.12
-117.34,45.4,1346.44
-117.34,45.44,1120.93
-117.34,45.48,1228.13
-117.34,45.52,1253.25
-117.34,45.56,1218.94
-117.34,45.6,1319.16
-117.34,45.64,1401.64
-117.34,45.68,1441.05
-117.34,45.72,1259.97
-117.34,45.76,1342.81
-117.34,45.8,1339.06
-117.34,45.84,1169.96
-117.34,45.88,1322.26
-117.34,45.92,1289.29
-117.34,45.96,1068.7
-117.34,46,835.88
-117.34,46.04,915.24
-117.34,46.08,1273.65
-117.34,46.12,1499.36
-117.34,46.16,1103.98
-117.34,46.2,1018.71
-117.34,46.24,981.62
-117.34,46.28,953.77
-117.34,46.32,943.99
-117.34,46.36,634.84
-117.34,46.4,702.16
-117.34,46.44,578.15
-117.34,46.48,780.87
-117.34,46.52,803.93
-117.34,46.56,680.14
-117.34,46.6,542.62
-117.34,46.64,738.77
-117.34,46.68,715.04
-117.34,46.72,757.43
-117.34,46.76,657.26
-117.34,46.8,754.41
-117.34,46.84,675.94
-117.34,46.88,713.67
-117.34,46.92,714.63
-117.34,46.96,731.04
-117.34,47,718.34
-117.34,47.04,773.85
-117.34,47.08,760.11
-117.34,47.12,759.86
-117.34,47.16,850.91
-117.34,47.2,729.04
-117.34,47.24,758.03
-117.34,47.28,719.78
-117.34,47.32,689.95
-117.34,47.36,744.04
-117.34,47.4,762.95
-117.34,47.44,761.7
-117.34,47.48,704.96
-117.34,47.52,665.69
